名稱,類別,基礎ATK/DEF,基礎穩定度,屬性分類,屬性名稱,屬性值1,屬性值2,說明
,,,,obtain,type,mini_boss,,
,,,,,name,柿子怪,,
,,,,,map,達加諾平原,,
,,,,,dye,A42,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (6M DL),,
,,,,,map,達加諾平原,,
,,,,,dye,A42,,
,,,,obtain,type,mini_boss,,
,,,,,name,柿子怪,,
,,,,,map,流浪者平原,,
,,,,,dye,A42,,
,,,,obtain,type,mini_boss,,
,,,,,name,柿子怪,,
,,,,,map,萊卡平原,,
,,,,,dye,A42,,
,,,,obtain,type,mini_boss,,
,,,,,name,柿子怪,,
,,,,,map,流浪者平原,,
,,,,,dye,B42,,
,,,,obtain,type,mini_boss,,
,,,,,name,柿子怪,,
,,,,,map,達加諾平原,,
,,,,,dye,B42,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (6M DL),,
,,,,,map,達加諾平原,,
,,,,,dye,B42,,
,,,,obtain,type,mini_boss,,
,,,,,name,柿子怪,,
,,,,,map,萊卡平原,,
,,,,,dye,B42,,
,,,,obtain,type,mini_boss,,
,,,,,name,柿子怪,,
,,,,,map,悠爾高原,,
,,,,,dye,B42,,
,,,,obtain,type,boss,,
,,,,,name,陽光波多姆,,
,,,,,map,活動,,
,,,,,dye,B42,,
,,,,obtain,type,mini_boss,,
,,,,,name,柿子怪,,
,,,,,map,達加諾平原,,
,,,,,dye,C42,,
,,,,obtain,type,mini_boss,,
,,,,,name,柿子怪,,
,,,,,map,悠爾高原,,
,,,,,dye,C42,,
,,,,obtain,type,mini_boss,,
,,,,,name,柿子怪,,
,,,,,map,流浪者平原,,
,,,,,dye,C42,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (6M DL),,
,,,,,map,流浪者平原,,
,,,,,dye,C42,,
,,,,obtain,type,mini_boss,,
,,,,,name,柿子怪,,
,,,,,map,萊卡平原,,
,,,,,dye,C42,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金骨,,
,,,,,map,左茲達遺跡,,
,,,,,dye,A26,,
,,,,obtain,type,boss,,
,,,,,name,歌杜 (Fall 2017),,
,,,,,map,砂石梯層,,
,,,,,dye,A78B51C10,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (7M DL),,
,,,,,map,萊卡平原,,
,,,,,dye,A1,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (10M DL),,
,,,,,map,悠爾高原,,
,,,,,dye,A1,,
,,,,obtain,type,mini_boss,,
,,,,,name,金色蘋果 (2018),,
,,,,,map,萊卡平原,,
,,,,,dye,A1,,
,,,,obtain,type,mini_boss,,
,,,,,name,銀色蘋果 (2015),,
,,,,,map,活動,,
,,,,,dye,A1,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (9M DL),,
,,,,,map,悠爾高原,,
,,,,,dye,A1,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (10M DL),,
,,,,,map,達加諾平原,,
,,,,,dye,B1,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (9M DL),,
,,,,,map,達加諾平原,,
,,,,,dye,B1,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (7M DL),,
,,,,,map,悠爾高原,,
,,,,,dye,B1,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (3M DL),,
,,,,,map,活動,,
,,,,,dye,B1,,
,,,,obtain,type,mini_boss,,
,,,,,name,金色蘋果 (2018),,
,,,,,map,流浪者平原,,
,,,,,dye,B1,,
,,,,obtain,type,mini_boss,,
,,,,,name,閃靈紳士,,
,,,,,map,消失的城鎮．廣場,,
,,,,,dye,B?,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (7M DL),,
,,,,,map,流浪者平原,,
,,,,,dye,C1,,
,,,,obtain,type,mini_boss,,
,,,,,name,金色蘋果 (2018),,
,,,,,map,悠爾高原,,
,,,,,dye,C1,,
,,,,obtain,type,mini_boss,,
,,,,,name,銀色洛爾,,
,,,,,map,狄帕西水道．B1,,
,,,,,dye,C1,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (9M DL),,
,,,,,map,流浪者平原,,
,,,,,dye,C1,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (10M DL),,
,,,,,map,流浪者平原,,
,,,,,dye,C1,,
冒險者服裝,身體裝備,-,,obtain,type,mini_boss,,
,,,,,name,金色蘋果 (2017),,
,,,,,map,流浪者平原,,
,,,,,dye,A5,,
,,,,obtain,type,mini_boss,,
,,,,,name,金色蘋果 (2017),,
,,,,,map,萊卡平原,,
,,,,,dye,B5,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (5M DL),,
,,,,,map,萊卡平原,,
,,,,,dye,B5,,
,,,,obtain,type,mini_boss,,
,,,,,name,金色蘋果 (2017),,
,,,,,map,悠爾高原,,
,,,,,dye,C5,,
,,,,obtain,type,mini_boss,,
,,,,,name,金色蘋果 (2017),,
,,,,,map,達加諾平原,,
,,,,,dye,C?,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (5M DL),,
,,,,,map,達加諾平原,,
,,,,,dye,A49,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (5M DL),,
,,,,,map,流浪者平原,,
,,,,,dye,B49,,
,,,,obtain,type,boss,,
,,,,,name,黃金波多姆 (5M DL),,
,,,,,map,活動,,
,,,,,dye,C49,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (5M DL),,
,,,,,map,悠爾高原,,
,,,,,dye,A63,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (5M DL),,
,,,,,map,萊卡平原,,
,,,,,dye,B47,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (5M DL),,
,,,,,map,流浪者平原,,
,,,,,dye,C47,,
,,,,obtain,type,boss,,
,,,,,name,黃金波多姆 (5M DL),,
,,,,,map,活動,,
,,,,,dye,A44,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (5M DL),,
,,,,,map,流浪者平原,,
,,,,,dye,C?,,
,,,,obtain,type,boss,,
,,,,,name,枯木騎士 (賞花 2017),,
,,,,,map,賞花活動會場．山頂,,
,,,,,dye,B?C?,,
,,,,obtain,type,mini_boss,,
,,,,,name,金色蘋果 (2017),,
,,,,,map,流浪者平原,,
,,,,,dye,C?,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (5M DL),,
,,,,,map,萊卡平原,,
,,,,,dye,A71,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (5M DL),,
,,,,,map,達加諾平原,,
,,,,,dye,B71,,
,,,,obtain,type,mini_boss,,
,,,,,name,金色蘋果 (2017),,
,,,,,map,悠爾高原,,
,,,,,dye,A?,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (5M DL),,
,,,,,map,悠爾高原,,
,,,,,dye,A?,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (5M DL),,
,,,,,map,悠爾高原,,
,,,,,dye,B29,,
,,,,obtain,type,boss,,
,,,,,name,黃金波多姆 (5M DL),,
,,,,,map,活動,,
,,,,,dye,C30,,
,,,,obtain,type,mini_boss,,
,,,,,name,闇夜波多姆,,
,,,,,map,起始庭院,,
,,,,,dye,B?,,
,,,,obtain,type,boss,,
,,,,,name,黃金波多姆 (5M DL),,
,,,,,map,活動,,
,,,,,dye,C?,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (5M DL),,
,,,,,map,萊卡平原,,
,,,,,dye,C35,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (5M DL),,
,,,,,map,流浪者平原,,
,,,,,dye,C12,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (5M DL),,
,,,,,map,悠爾高原,,
,,,,,dye,B14,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (5M DL),,
,,,,,map,悠爾高原,,
,,,,,dye,B?,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (5M DL),,
,,,,,map,流浪者平原,,
,,,,,dye,C2,,
,,,,obtain,type,boss,,
,,,,,name,黃金波多姆 (5M DL),,
,,,,,map,活動,,
,,,,,dye,A?,,
,,,,obtain,type,mini_boss,,
,,,,,name,金色蘋果 (2017),,
,,,,,map,達加諾平原,,
,,,,,dye,B?,,
,,,,obtain,type,boss,,
,,,,,name,封印獸 (賞花 2017),,
,,,,,map,賞花活動會場．山頂,,
,,,,,dye,C?,,
,,,,obtain,type,boss,,
,,,,,name,枯木騎士 (賞花 2017),,
,,,,,map,賞花活動會場．山頂,,
,,,,,dye,A?,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (5M DL),,
,,,,,map,達加諾平原,,
,,,,,dye,A38,,
,,,,obtain,type,mini_boss,,
,,,,,name,金色蘋果 (2017),,
,,,,,map,萊卡平原,,
,,,,,dye,A38,,
,,,,obtain,type,boss,,
,,,,,name,黃金波多姆 (5M DL),,
,,,,,map,活動,,
,,,,,dye,A38,,
,,,,obtain,type,boss,,
,,,,,name,黃金波多姆 (5M DL),,
,,,,,map,活動,,
,,,,,dye,B38,,
,,,,obtain,type,boss,,
,,,,,name,黃金波多姆 (5M DL),,
,,,,,map,活動,,
,,,,,dye,C52,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (5M DL),,
,,,,,map,萊卡平原,,
,,,,,dye,A37,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (5M DL),,
,,,,,map,達加諾平原,,
,,,,,dye,B37,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (5M DL),,
,,,,,map,流浪者平原,,
,,,,,dye,C40,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (5M DL),,
,,,,,map,流浪者平原,,
,,,,,dye,A6,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (5M DL),,
,,,,,map,萊卡平原,,
,,,,,dye,A21,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (5M DL),,
,,,,,map,流浪者平原,,
,,,,,dye,C21,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (5M DL),,
,,,,,map,達加諾平原,,
,,,,,dye,B20,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (5M DL),,
,,,,,map,萊卡平原,,
,,,,,dye,A9,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (5M DL),,
,,,,,map,達加諾平原,,
,,,,,dye,B9,,
,,,,obtain,type,boss,,
,,,,,name,黃金波多姆 (5M DL),,
,,,,,map,活動,,
,,,,,dye,B42,,
,,,,obtain,type,mini_boss,,
,,,,,name,金色蘋果 (2017),,
,,,,,map,達加諾平原,,
,,,,,dye,A1,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (5M DL),,
,,,,,map,萊卡平原,,
,,,,,dye,A1,,
,,,,obtain,type,mini_boss,,
,,,,,name,黃金波多姆 (5M DL),,
,,,,,map,達加諾平原,,
,,,,,dye,B1,,
,,,,obtain,type,mini_boss,,
,,,,,name,金色蘋果 (2017),,
,,,,,map,流浪者平原,,
,,,,,dye,B1,,
,,,,obtain,type,mini_boss,,
,,,,,name,金色蘋果 (2017),,
,,,,,map,萊卡平原,,
,,,,,dye,C1,,
週年慶裝,身體裝備,75,,stats,max_hp,900,,
,,,,,max_mp,300,,
,,,,,physical_resistance,6,,
,,,,,magic_resistance,6,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,1,,
,,,,,item_difficulty,100,,
,,,,,cost,10,,
,,,,,potential,31,,
,,,,,materials,"周年慶紀念布#1,布料#100,金屬#10,魔素#1",,
冰晶甲,身體裝備,32,,stats,max_mp,50,,
,,,,,atk,1%,,
,,,,,matk,1%,,
,,,,,dodge,2%,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,45,,
,,,,,item_difficulty,50,,
,,,,,cost,500,,
,,,,,potential,22,,
,,,,,materials,"天鳥冠羽#2,天鳥之淚#15,白毛皮#10,魔素#250",,
冰晶甲,身體裝備,32,,stats,max_mp,100,,
,,,,,atk,1%,,
,,,,,matk,1%,,
,,,,,dodge,10%,,
,,,,obtain,type,boss,,
,,,,,name,亞思托,,
,,,,,map,奧拉達古塔,,
迷鱗甲,身體裝備,63,,stats,max_mp,100,,
,,,,,atk,4%,,
,,,,,accuracy,40,,
,,,,,water_resistance,-50,,
,,,,,motion_speed,3,,
,,,,,weapon_atk,15%,,
,,,,,flinch_unavailable,1,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,90,,
,,,,,item_difficulty,95,,
,,,,,cost,950,,
,,,,,potential,29,,
,,,,,materials,"魔晶獸雙角#4,魔晶獸結晶核#2,布料#500,魔素#450",,
迷鱗甲,身體裝備,63,,stats,max_mp,200,,
,,,,,atk,5%,,
,,,,,accuracy,20,,
,,,,,water_resistance,-50,,
,,,,,motion_speed,1,,
,,,,,weapon_atk,25%,,
,,,,,flinch_unavailable,1,,
,,,,obtain,type,boss,,
,,,,,name,魔晶獸 (馬奇史東之路 2017),,
,,,,,map,活動,,
,,,,,dye,A1B46C31,,
迷鱗甲,身體裝備,63,,stats,max_mp,150,,
,,,,,atk,4%,,
,,,,,accuracy,30,,
,,,,,water_resistance,-50,,
,,,,,motion_speed,2,,
,,,,,weapon_atk,20%,,
,,,,,flinch_unavailable,1,,
,,,,obtain,type,boss,,
,,,,,name,魔晶獸,,
,,,,,map,月之恩澤山頂,,
刺客夜行衣,身體裝備,38,,stats,physical_pierce,15,,
,,,,,dodge,15,,
,,,,,critical_rate,15,,
,,,,,evasion_rate,15,,
,,,,,aggro,-15,,
,,,,,anticipate,15,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,100,,
,,,,,item_difficulty,105,,
,,,,,cost,525,,
,,,,,potential,31,,
,,,,,materials,"染血的圍巾#6,鬥士的怨嘆#12,碎裂的骷髏#24,布料#260",,
野人服,身體裝備,11,,stats,physical_resistance,-25,,
,,,,,magic_resistance,-25,,
,,,,,dodge,30%,,
,,,,,evasion_rate,6,,
,,,,,short_range_damage,9,,
,,,,,neutral_resistance,-25,,
,,,,obtain,type,boss,,
,,,,,name,哥布林大哥,,
,,,,,map,里諾姆平原,,
野人服,身體裝備,11,,stats,physical_resistance,-20,,
,,,,,magic_resistance,-15,,
,,,,,dodge,3%,,
,,,,,evasion_rate,3,,
,,,,,short_range_damage,6,,
,,,,,neutral_resistance,-10,,
,,,,obtain,type,boss,,
,,,,,name,哥布林大哥 (馬奇史東之路 2016),,
,,,,,map,活動,,
布面鐵甲,身體裝備,60,,stats,max_hp,1000,,
,,,,,stability,-10,,
,,,,,physical_resistance,25,,
,,,,,magic_resistance,25,,
,,,,,dodge,-30%,,
,,,,,light_resistance,-75,,
,,,,,dark_resistance,-75,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,80,,
,,,,,item_difficulty,85,,
,,,,,cost,850,,
,,,,,potential,28,,
,,,,,materials,"某種零件#9,魔形機殼結晶#3,金屬#300,布料#125",,
布面鐵甲,身體裝備,60,,stats,max_hp,1400,,
,,,,,stability,-5,,
,,,,,physical_resistance,20,,
,,,,,magic_resistance,20,,
,,,,,dodge,-20%,,
,,,,,light_resistance,-75,,
,,,,,dark_resistance,-75,,
,,,,obtain,type,boss,,
,,,,,name,魔形機殼,,
,,,,,map,魔法廢棄物處理場．最深處,,
蠻龍鎧甲,身體裝備,27,,stats,max_hp,300,,
,,,,,physical_resistance,1,,
,,,,,aspd,5%,,
,,,,,critical_damage,1%,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,35,,
,,,,,item_difficulty,40,,
,,,,,cost,400,,
,,,,,potential,20,,
,,,,,materials,"蠻龍的皮#10,蠻龍紅角#2,布料#175,金屬#125",,
蠻龍鎧甲,身體裝備,27,,stats,max_hp,1000,,
,,,,,physical_resistance,4,,
,,,,,aspd,20%,,
,,,,,critical_damage,4%,,
,,,,obtain,type,boss,,
,,,,,name,迪賽爾蠻龍 (馬奇史東之路 2016),,
,,,,,map,活動,,
蠻龍鎧甲,身體裝備,27,,stats,max_hp,100,,
,,,,,physical_resistance,2,,
,,,,,aspd,10%,,
,,,,,critical_damage,2%,,
,,,,obtain,type,boss,,
,,,,,name,迪賽爾蠻龍,,
,,,,,map,尼塞爾山．山頂,,
神眼槍手,身體裝備,130,,stats,max_hp,-25%,,
,,,,,max_mp,500,,
,,,,,accuracy,25%,,
,,,,,critical_damage,10,,
,,,,,tumble_unavailable,1,,
,,,,obtain,type,boss,,
,,,,,name,約克 (馬奇史東之路 2017),,
,,,,,map,活動,,
,,,,,dye,A41B42C1,,
name,身體裝備,100,,stats,max_hp,1500,,
,,,,,max_mp,150,,
,,,,,stronger_against_fire,3,,
,,,,,fire_resistance,9,,
求知服飾,身體裝備,166,,stats,max_mp,1000,,
,,,,,critical_rate,100%,,
,,,,,critical_damage,1%,,
,,,,,aliment_resistance,10,,
,,,,obtain,type,boss,,
,,,,,name,上古女帝 (Hell),,
,,,,,map,活動,,
,,,,,dye,B83C19,,
信天翁之服,身體裝備,48,,stats,atk,5%,,
,,,,,matk,5%,,
,,,,,critical_rate,5%,,
,,,,,unsheathe_attack_multiplier,5,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,120,,
,,,,,item_difficulty,125,,
,,,,,cost,625,,
,,,,,potential,33,,
,,,,,materials,"牛津布#25,阿爾堤玫亞石材#10,布料#250,金屬#50",,
祈願禮服,身體裝備,150,,stats,max_mp,400,,
,,,,,accuracy,30%,,
,,,,,cspd,20%,,
,,,,,aggro,-40,,
,,,,,attack_mp_recovery,10,,
,,,,obtain,type,boss,,
,,,,,name,費莉妍 (馬奇史東之路 2018),,
,,,,,map,活動,,
,,,,,dye,A38B6C70,,
女帝盔甲,身體裝備,100,,stats,stability,10,,
,,,,,mdef,20%,,
,,,,,attack_mp_recovery,5,,
,,,,,neutral_resistance,-40,,
,,,,obtain,type,boss,,
,,,,,name,製作人化身,,
,,,,,map,活動,,
,,,,,dye,A1B1C54,,
女帝盔甲,身體裝備,100,,stats,stability,8,,
,,,,,mdef,16%,,
,,,,,attack_mp_recovery,4,,
,,,,obtain,type,boss,,
,,,,,name,上古女帝 (馬奇史東之路 2016),,
,,,,,map,活動,,
,,,,obtain,type,boss,,
,,,,,name,上古女帝,,
,,,,,map,活動,,
,,,,obtain,type,boss,,
,,,,,name,上古女帝 (7M DL),,
,,,,,map,活動,,
告死魔裝,身體裝備,120,,stats,mdef,-5%,,
,,,,,physical_resistance,15,,
,,,,,magic_resistance,-10,,
,,,,,accuracy,30,,
,,,,,critical_rate,15,,
,,,,,fractional_barrier,30,,
,,,,obtain,type,boss,,
,,,,,name,幽靈兵甲,,
,,,,,map,活動,,
道服,身體裝備,0,,stats,physical_pierce,10,,
,,,,,mdef,-30%,,
,,,,,critical_rate,10,,
,,,,,critical_damage,10,,
,,,,obtain,type,boss,,
,,,,,name,歌杜 (Fall 2017),,
,,,,,map,砂石梯層,,
格鬥衣,身體裝備,25,,stats,accuracy,30,knuckle,
,,,,,aspd,300,,
,,,,,short_range_damage,3,,
,,,,obtain,type,boss,,
,,,,,name,手工餅乾 (原味),,
,,,,,map,艾爾．斯卡羅,,
,,,,,dye,A24B72C9,,
,,,,obtain,type,boss,,
,,,,,name,手工餅乾 (可可),,
,,,,,map,艾爾．斯卡羅,,
,,,,,dye,A24B72C9,,
,,,,obtain,type,boss,,
,,,,,name,手工餅乾 (巧克力),,
,,,,,map,艾爾．斯卡羅,,
,,,,,dye,A24B72C9,,
格鬥衣,身體裝備,25,,stats,accuracy,10,knuckle,
,,,,,aspd,100,,
,,,,,short_range_damage,1,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,30,,
,,,,,item_difficulty,35,,
,,,,,cost,175,,
,,,,,potential,19,,
,,,,,materials,"艾特馬石材#25,左茲達石材#25,上等毛咕嚕皮#1,布料#90",,
格鬥衣,身體裝備,25,,stats,accuracy,10,knuckle,
,,,,,short_range_damage,2,,
,,,,obtain,type,boss,,
,,,,,name,遺跡魔像,,
,,,,,map,左茲達遺跡．顛倒大廳,,
,,,,obtain,type,boss,,
,,,,,name,遺跡魔像,,
,,,,,map,左茲達遺跡．顛倒大廳,,
,,,,,dye,A2B4,,
菱紋企鵝潛水服,身體裝備,100,,stats,max_hp,10%,,
,,,,,water_resistance,30,,
,,,,,wind_resistance,-60,,
,,,,,anticipate,20,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,17800,,
,,,,,potential,?,,
,,,,,materials,"盛夏貝殼#99,彈力皮#70,老爹靈魂#1,布料#100",,
森狼之服,身體裝備,21,,stats,dodge,3,,
,,,,,aspd,100,,
,,,,,critical_rate,3,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,25,,
,,,,,item_difficulty,30,,
,,,,,cost,300,,
,,,,,potential,19,,
,,,,,materials,"森狼之皮#10,森狼之角#2,布料#75,獸品#75",,
森狼之服,身體裝備,21,,stats,dodge,4,,
,,,,,aspd,200,,
,,,,,critical_rate,4,,
,,,,obtain,type,boss,,
,,,,,name,森林巨狼,,
,,,,,map,邁巴羅森林．深處,,
勇士裝,身體裝備,80,,stats,max_mp,300,,
,,,,,atk,4%,,
,,,,,matk,4%,,
,,,,,stronger_against_light,-36,,
,,,,,attack_mp_recovery,3,,
,,,,,guard_break,20,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,105,,
,,,,,item_difficulty,110,,
,,,,,cost,1100,,
,,,,,potential,32,,
,,,,,materials,"偽女神的羽衣#2,女神寶珠#3,偽女神的魔布#4,布料#1100",,
勇士裝,身體裝備,80,,stats,max_mp,5,,
,,,,,atk,4%,,
,,,,,matk,4%,,
,,,,,stronger_against_light,-30,,
,,,,,attack_mp_recovery,5,,
,,,,,guard_break,20,,
,,,,obtain,type,boss,,
,,,,,name,勇敢女神古利希婭 (7M DL),,
,,,,,map,活動,,
勇士裝,身體裝備,80,,stats,max_mp,400,,
,,,,,atk,4%,,
,,,,,matk,4%,,
,,,,,stronger_against_light,-36,,
,,,,,attack_mp_recovery,4,,
,,,,,guard_break,20,,
,,,,obtain,type,boss,,
,,,,,name,凝態古利絲,,
,,,,,map,暗之城．大廳,,
日用衣裝,身體裝備,100,,stats,max_hp,3000,,
,,,,,accuracy,50,,
,,,,,light_resistance,-40,,
,,,,,dark_resistance,20,,
,,,,obtain,type,boss,,
,,,,,name,熱帶夢獏,,
,,,,,map,灼燒地溝．地面,,
日用衣裝,身體裝備,100,,stats,max_hp,2000,,
,,,,,accuracy,100,,
,,,,,light_resistance,-30,,
,,,,,dark_resistance,15,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,120,,
,,,,,item_difficulty,125,,
,,,,,cost,1250,,
,,,,,potential,34,,
,,,,,materials,"毛絨絨的外衣碎片#4,入夢珠#2,正紅巨骨#1,布料#1250",,
劍鬥士服,身體裝備,16,,stats,atk,5%,,
,,,,,matk,5%,,
,,,,,physical_resistance,10,,
,,,,,magic_resistance,10,,
,,,,,guard_rate,10,,
,,,,,evasion_rate,10,,
,,,,,weapon_atk,10%,,
劍鬥士服,身體裝備,16,,stats,guard_rate,10,,
,,,,,evasion_rate,10,,
,,,,,weapon_atk,10%,,
,,,,obtain,type,smith,,
,,,,obtain,type,boss,,
,,,,,name,馬其史東,,
,,,,,map,周年慶競技場 第3會場,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,10000,,
,,,,,potential,?,,
,,,,,materials,馬奇史東#1,,
綠龍衣,身體裝備,30,,stats,matk,1%,,
,,,,,physical_resistance,-5,,
,,,,,magic_resistance,3,,
,,,,,aggro,-5,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,40,,
,,,,,item_difficulty,45,,
,,,,,cost,450,,
,,,,,potential,21,,
,,,,,materials,"綠龍的軟毛#15,虹色輝石#2,微風結晶#5,布料#450",,
綠龍衣,身體裝備,30,,stats,matk,1%,,
,,,,,physical_resistance,-10,,
,,,,,magic_resistance,5,,
,,,,,aggro,-10,,
,,,,obtain,type,boss,,
,,,,,name,佛雷帝亞,,
,,,,,map,混生地帶,,
萬聖節服裝,身體裝備,20,,stats,stability,1,,
,,,,,physical_resistance,1,,
,,,,,magic_resistance,1,,
,,,,,attack_mp_recovery,1,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,10,,
,,,,,potential,?,,
,,,,,materials,南瓜提燈#25,,
萬聖節服裝,身體裝備,20,,stats,stability,1,,
,,,,,physical_resistance,1,,
,,,,,magic_resistance,1,,
,,,,,attack_mp_recovery,1,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,10,,
,,,,,potential,?,,
,,,,,materials,南瓜靈魂#30,,
萬聖節服裝 II,身體裝備,90,,stats,max_mp,300,,
,,,,,physical_barrier,3000,,
,,,,,magical_barrier,3000,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,666,,
,,,,,potential,?,,
,,,,,materials,傑克寶珠#40,,
天羽淨衣,身體裝備,141,,stats,max_hp,4000,,
,,,,,max_mp,400,,
,,,,,atk,6%,,
,,,,,matk,6%,,
,,,,,light_resistance,30,,
,,,,,dark_resistance,20,,
,,,,,neutral_resistance,10,,
,,,,,revive_time,-30,,
,,,,obtain,type,boss,,
,,,,,name,澤雷薩烏迦,,
,,,,,map,"種子女神之殿 ",,
神聖法袍,身體裝備,86,,stats,physical_resistance,20,,
,,,,,cspd,500,,
,,,,,dark_resistance,25,,
,,,,,attack_mp_recovery,7,,
,,,,,matk_up_vit,1,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,120,,
,,,,,item_difficulty,125,,
,,,,,cost,1250,,
,,,,,potential,34,,
,,,,,materials,"約克的便條紙#3,布料#750,金屬#250,魔素#250",,
神聖法袍,身體裝備,86,,stats,physical_resistance,10,,
,,,,,cspd,750,,
,,,,,dark_resistance,15,,
,,,,,attack_mp_recovery,9,,
,,,,,matk_up_vit,1,,
,,,,obtain,type,boss,,
,,,,,name,約克,,
,,,,,map,巨型水晶工廠．儲存庫,,
獵人裝束,身體裝備,18,,stats,agi,1,,
,,,,,dex,1,,
,,,,,long_range_damage,1,,
,,,,obtain,type,mobs,,
,,,,,name,萊姆波多姆,,
,,,,,map,莊園開墾地．第2區,,
獵人裝束,身體裝備,18,,stats,agi,2,,
,,,,,dex,2,,
,,,,,long_range_damage,1,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,25,,
,,,,,item_difficulty,35,,
,,,,,cost,175,,
,,,,,potential,18,,
,,,,,materials,"四葉苜蓿草#1,軟綿綿的毛#3,金屬#25,布料#50",,
先知盔甲,身體裝備,110,,stats,max_hp,1000,,
,,,,,max_mp,100,,
,,,,,physical_resistance,10,,
,,,,,magic_resistance,10,,
,,,,,aliment_resistance,5,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,140,,
,,,,,item_difficulty,145,,
,,,,,cost,725,,
,,,,,potential,36,,
,,,,,materials,"石鎧碎片#30,波多姆的上鰭#20,紅發光石#10,布料#360",,
肅殺衣,身體裝備,43,,stats,physical_resistance,-50,,
,,,,,critical_rate,10%,,
,,,,,wind_resistance,-100,,
,,,,obtain,type,boss,,
,,,,,name,風牙,,
,,,,,map,活動,,
,,,,,dye,A1B1C1,,
肅殺衣,身體裝備,43,,stats,matk,2%,,
,,,,,stability,6,,
,,,,,dodge,10%,,
,,,,,aspd,10%,,
